bhk,area,locality,price,status1,status2
1,900,"Pimpri, Pimpri Chinchwad",19000,Furnished,4 floor 3 BHK
2,600,"Wakad, Pimpri Chinchwad",23000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1200,Magarpatta City,25000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,675,Undri,10500,Furnished,5 floor
1,300,,17000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,843,Kharadi,40000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,950,"Thite Nagar, Kharadi",14500," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,670,Dangat Patil Nagar,6000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,900,,20500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,550,"Pimple Gurav, Pimpri Chinchwad",21000,Unfurnished,Ground floor 2 BHK
1,1150,,9000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,625,Magarpatta City,31000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,675,Sinhagad Road,7500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,2500,Hadapsar,17000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,584,Bhau Patil Road,18000,Unfurnished,1 floor
1,710,Bibwewadi,12000,Unfurnished,3 floor 2 BHK
2,850,Sus,16234,Semi-Furnished,3 floor
2,905,"Kale Padal, Hadapsar",15000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
3,550,Balewadi,39000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,915,Hadapsar,8500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1335,Hinjewadi,20000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,980,Sinhagad Road,7500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,629,"Wakad, Pimpri Chinchwad",13000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1150,NIBM Road,17000,Unfurnished,3 floor
2,810,Vitthal Nagar-Kharadi,18000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,580,"Pimple Saudagar, Pimpri Chinchwad",20000,Unfurnished,4 floor
2,852,"Ravet, Pimpri Chinchwad",13000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1250,Hinjewadi,6500,Unfurnished,Ground floor
2,540,"Vishrantwadi, Airport Road",26000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,970,Lohegaon,10500,Furnished,4 floor
2,1010,,20000,Furnished,4 floor 3 BHK
2,550,"Tulaja Bhawani Nagar, Kharadi",26500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,800,Wagholi,14000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,400,Handewadi Road,15000,Furnished,5 floor
2,950,"Vishrantwadi, Airport Road",24000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,950,Kharadi,21146," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1062,Sinhagad Road,14000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,731,,8000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,1150,Balewadi,25000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1000,,17000,Unfurnished,Ground floor 2 BHK
1,525,,10000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,650,"Chinchwad, Pimpri Chinchwad",11000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,900,"Rakshak Nagar, Kharadi",18000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,700,"Somnath Nagar, Vadgaonsheri",14000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
3,1011,,33000,Unfurnished,1 floor
2,900,,16999,Unfurnished,3 floor 2 BHK
2,600,Kothrud,25000,Semi-Furnished,3 floor
3,1700,Kondhwa,20000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,550,,7000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,750,Pirangut,9000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,350,Phursungi,12000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1357,Sus Road,20000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,942,Hinjewadi,26000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,400,,15500,Unfurnished,3 floor
1,625,,13000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,731,,15900,Unfurnished,4 floor
2,1035,,38000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,450,Hinjewadi Phase 3,20000,Unfurnished,Ground floor
2,670,,16000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,806,,15000,Furnished,4 floor
1,560,Kothrud,18000,Furnished,4 floor 3 BHK
2,579,,17000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1060,,17000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1090,Hinjewadi Phase 3,20000,Furnished,5 floor
2,1200,"Talawade, Pimpri",11500," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,800,,7000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,800,,11000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,842,Sinhagad Road,9500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,850,Viman Nagar,49000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,550,,13500,Unfurnished,Ground floor 2 BHK
2,400,,5000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,855,,20000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,500,,24000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,890,"Pimple Saudagar, Pimpri Chinchwad",16000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,998,Magarpatta City,26500,Unfurnished,1 floor
2,800,,24000,Unfurnished,3 floor 2 BHK
1,1058,Wagholi,9500,Semi-Furnished,3 floor
3,845,Koregaon Park,32000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1500,Bavdhan,21500,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,980,"Wakad, Pimpri Chinchwad",20000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1000,,23000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,950,Undri,11500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1500,"Pimple Saudagar, Pimpri Chinchwad",20500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,550,,28000,Unfurnished,3 floor
2,516,,22000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,620,,23000,Unfurnished,4 floor
3,1100,,30000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,1080,"Wakad, Pimpri Chinchwad",30000,Unfurnished,Ground floor
3,915,,54000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1560,Lohegaon,16000,Furnished,4 floor
2,1180,,17000,Furnished,4 floor 3 BHK
2,850,,25000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1300,Wagholi,8500," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1090,Kharadi,25500,Furnished,5 floor
1,1100,"Pimple Saudagar, Pimpri Chinchwad",15000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,755,,15000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,450,Pisoli,10900," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,945,Bavdhan,25000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,600,Dange Chowk,14000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,856,Sadashiv Peth,18000,Unfurnished,Ground floor 2 BHK
1,1200,,8000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,1200,,13000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,568,Hingne Khurd,14000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,500,"Balewadi Stadium, Balewadi",8500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,642,Kothrud,14500,Unfurnished,1 floor
2,1100,,22000,Unfurnished,3 floor 2 BHK
2,750,Hinjewadi Phase 3,18000,Semi-Furnished,3 floor
1,572,Kharadi,18000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1429,"Model Colony, Shivaji Nagar",28000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1500,,11000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1446,Hinjewadi,18000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,700,"Wakad, Pimpri Chinchwad",20000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1500,,10499," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1339,"Pratik Nagar-Yerawada, Yerawada",29000,Unfurnished,3 floor
3,987,,25000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,850,Wagholi,14000,Unfurnished,4 floor
2,700,,16000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,817,,7000,Unfurnished,Ground floor
2,1000,Magarpatta City,27000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,580,Dhanori,10000,Furnished,4 floor
3,2000,,25000,Furnished,4 floor 3 BHK
1,850,,12000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,995,"Somnath Nagar, Vadgaonsheri",9000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,502,"Wadachi Wadi, Undri",12000,Furnished,5 floor
1,1018,Lohegaon,7500," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,500,Aundh,16000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,800,"Wakad, Pimpri Chinchwad",16000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,550,Dange Chowk,11000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,600,Baner,27000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,800,,12000,Unfurnished,Ground floor 2 BHK
1,615,Ghorpadi,15000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
4,1000,Kalyani Nagar,1.4 Lac, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,950,Wagholi,8500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,600,"Rahatni, Pimpri Chinchwad",12842," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,491,,12000,Unfurnished,1 floor
2,1400,Narhe,8500,Unfurnished,3 floor 2 BHK
1,880,,16500,Semi-Furnished,3 floor
2,2076,,12000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,650,Hinjewadi,27000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,694,Kharadi,25000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,848,,12000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,584,Warje,20000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,896,Hadapsar,15000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1600,,12000,Unfurnished,3 floor
2,800,"Bhusari Colony, Kothrud",20000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,820,Ghole Road,40000,Unfurnished,4 floor
1,663,Wagholi,7000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1184,,17000,Unfurnished,Ground floor
2,450,"Sidhart Nagar, Wagholi",18500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,867,,8000,Furnished,4 floor
1,650,Dhanori,12000,Furnished,4 floor 3 BHK
1,800,,10000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1466,"Newale vasti, Chikhali",10000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,550,,11500,Furnished,5 floor
2,600,Wagholi,12000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,810,"Phursungi IT Park, SP Infocity",8500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,400,"Tathawade, Dattwadi",16000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,650,,15000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,800,Dighi,7500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1300,"Yewalewadi, Katraj",9000,Unfurnished,Ground floor 2 BHK
2,1490,,16000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,610,,12000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,900,"Wakad, Pimpri Chinchwad",20000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,600,"Ajmera Housing Society, Pimpri",12500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,200,"Pimple Gurav, Pimpri Chinchwad",14000,Unfurnished,1 floor
3,590,"Wakad, Pimpri Chinchwad",25500,Unfurnished,3 floor 2 BHK
1,800,,10000,Semi-Furnished,3 floor
1,850,"Shaniwar peth, Narayan Peth",20000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,580,,14000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,900,Laxmi Nagar-Balewadi,24000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,600,"Alandi, Kelgaon",14000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,535,,8000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1450,"Sharad Nagar-Chikhali, Chikhali",8500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,300,Bhosari,8500,Unfurnished,3 floor
2,600,"Pradhikaran, Bhosari",16500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,600,,12000,Unfurnished,4 floor
1,398,Dhanori,15000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1750,"Keshav Nagar, Mundhwa",24000,Unfurnished,Ground floor
1,949,,13500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,995,Loni Kalbhor,12000,Furnished,4 floor
2,680,Undri,12000,Furnished,4 floor 3 BHK
2,510,Hadapsar,15000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,700,"Meera Nagar, Koregaon Park",38000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1600,Chikhali,10000,Furnished,5 floor
1,460,,17000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,980,"Marunji, Hinjawadi",15000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,940,Dhanori,17000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,550,,7000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,850,Gujrat Colony,12000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,600,,27000,Unfurnished,Ground floor 2 BHK
1,1690,"Vijay Nagar-Kalewadi, Pimpri Chinchwad",8000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1015,"Vishal Nagar, Pimpri Chinchwad",16000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,570,,24000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,870,"Talajai Pathar, Dhankawadi",12000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
